Data,Bebidas_Cantidad,Bebidas_Ventas,Comida_Cantidad,Comida_Ventas,Otros_Cantitdad,Otros_Ventas,Total_Cantidad,Total_Ventas,,,
25/01/2020,421,945.80,260,833.10,47,46.00,728,1824.90,,,
26/01/2020,375,803.95,233,776.40,13,30.20,621,1610.55,,,
27/01/2020,494,1085.80,208,696.00,39,47.70,741,1829.50,,,
29/01/2020,261,525.45,130,380.80,40,44.30,431,950.55,,,
30/01/2020,234,484.25,143,471.30,26,35.70,403,991.25,,,
31/01/2020,301,655.25,155,465.70,33,57.00,489,1177.95,,,
01/02/2020,468,1037.15,262,787.10,64,36.40,794,1860.65,,,
02/02/2020,391,881.30,226,721.60,37,31.60,654,1634.50,,,
03/02/2020,160,345.45,102,282.00,14,4.80,276,632.25,,,
04/02/2020,267,563.65,130,441.30,21,38.10,418,1043.05,,,
05/02/2020,236,464.90,91,284.10,22,23.70,349,772.70,,,
06/02/2020,234,459.50,85,214.80,16,4.80,335,679.10,,,
07/02/2020,341,716.75,187,611.20,54,44.30,582,1372.25,,,
08/02/2020,440,972.80,222,610.90,46,9.60,708,1593.30,,,
09/02/2020,353,795.40,223,673.90,29,47.40,605,1516.70,,,
10/02/2020,184,388.80,108,324.70,20,28.50,312,742.00,,,
11/02/2020,228,476.85,109,294.20,20,9.60,357,780.65,,,
12/02/2020,223,467.75,110,315.80,16,20.60,349,804.15,,,
13/02/2020,249,538.95,99,278.30,17,4.80,365,822.05,,,
14/02/2020,320,713.90,148,471.30,21,20.60,489,1205.80,,,
15/02/2020,523,1146.72,328,1008.50,54,72.80,905,2228.02,,,
16/02/2020,444,1019.80,324,1098.10,38,41.20,806,2159.10,,,
17/02/2020,225,504.00,120,388.20,21,25.40,366,917.60,,,
18/02/2020,289,621.80,157,477.60,35,55.60,481,1155.00,,,
19/02/2020,257,567.70,144,380.10,22,44.30,423,992.10,,,
20/02/2020,365,768.15,204,578.80,34,36.40,603,1383.35,,,
21/02/2020,292,656.05,185,529.10,26,52.20,503,1237.35,,,
22/02/2020,468,1030.00,298,988.00,53,80.60,819,2098.60,,,
23/02/2020,412,897.50,236,708.50,32,55.30,680,1661.30,,,
24/02/2020,322,669.90,207,644.10,19,55.30,548,1369.30,,,
25/02/2020,265,576.90,139,391.30,22,0.00,426,968.20,,,
26/02/2020,285,597.90,137,432.10,30,28.50,452,1058.50,,,
27/02/2020,275,562.55,153,480.20,25,25.40,453,1068.15,,,
28/02/2020,342,739.85,201,649.90,35,79.00,578,1468.75,,,
29/02/2020,482,1094.30,310,994.70,21,25.40,813,2114.40,,,
01/03/2020,442,996.40,306,1049.10,22,36.40,770,2081.90,,,
02/03/2020,305,673.30,158,499.50,30,31.90,493,1204.70,,,
03/03/2020,290,598.00,161,503.10,16,20.60,467,1121.70,,,
04/03/2020,208,439.50,116,324.50,12,20.60,336,784.60,,,
05/03/2020,235,503.80,129,418.10,19,39.50,383,961.40,,,
06/03/2020,353,773.70,184,605.80,36,96.60,573,1476.10,,,
07/03/2020,438,987.40,228,699.80,43,36.40,709,1723.60,,,
08/03/2020,562,1225.45,233,699.40,122,23.30,917,1948.15,,,
09/03/2020,227,500.15,125,410.60,16,23.70,368,934.45,,,
10/03/2020,127,277.70,81,236.60,12,31.60,220,545.90,,,
11/03/2020,131,291.85,93,319.20,17,28.50,241,639.55,,,
12/03/2020,93,199.80,45,140.40,5,7.90,143,348.10,,,
13/03/2020,52,122.90,27,86.00,4,15.80,83,224.70,,,
21/05/2020,7,13.90,2,6.90,2,0.00,11,20.80,,,
22/05/2020,20,34.90,6,18.60,6,0.00,32,53.50,,,
23/05/2020,15,30.40,5,16.80,1,0.00,21,47.20,,,
24/05/2020,7,11.30,1,3.90,2,0.00,10,15.20,,,
25/05/2020,19,37.10,6,24.90,5,0.00,30,62.00,,,
26/05/2020,16,31.50,7,23.70,1,2.00,24,57.20,,,
27/05/2020,17,32.70,2,5.60,,,19,38.30,,,
28/05/2020,21,39.50,5,14.80,,,26,54.30,,,
29/05/2020,23,48.50,2,3.60,1,0.00,26,52.10,,,
30/05/2020,8,17.20,1,3.80,,,9,21.00,,,
31/05/2020,16,31.40,3,5.40,,,19,36.80,,,
01/06/2020,16,30.80,2,7.00,,,18,37.80,,,
02/06/2020,22,44.60,5,9.50,,,27,54.10,,,
03/06/2020,22,38.80,4,16.80,,,26,55.60,,,
04/06/2020,30,51.70,7,22.20,1,0.00,38,73.90,,,
05/06/2020,29,52.95,3,8.80,,,32,61.75,,,
06/06/2020,36,75.20,13,42.40,,,49,117.60,,,
07/06/2020,20,35.00,5,19.60,,,25,54.60,,,
08/06/2020,45,86.80,20,56.20,,,65,143.00,,,
09/06/2020,51,109.70,20,52.70,3,0.00,74,162.40,,,
10/06/2020,60,120.88,20,59.00,1,7.90,81,187.78,,,
11/06/2020,70,145.50,36,113.20,1,0.00,107,258.70,,,
12/06/2020,68,144.46,19,48.50,2,0.00,89,192.96,,,
13/06/2020,83,179.95,30,96.30,2,0.00,115,276.25,,,
14/06/2020,59,136.60,34,125.10,,,93,261.70,,,
15/06/2020,53,108.18,18,53.66,1,0.00,72,161.84,,,
16/06/2020,59,120.30,26,82.60,1,7.90,86,210.80,,,
17/06/2020,52,119.60,24,75.10,,,76,194.70,,,
18/06/2020,62,129.20,26,84.50,1,0.00,89,213.70,,,
19/06/2020,57,111.20,13,34.40,1,0.00,71,145.60,,,
20/06/2020,67,155.50,38,122.30,1,0.00,106,277.80,,,
21/06/2020,64,152.50,33,103.70,,,97,256.20,,,
22/06/2020,59,114.90,21,67.50,1,7.90,81,190.30,,,
23/06/2020,66,145.40,15,43.30,,,81,188.70,,,
24/06/2020,69,152.09,19,54.40,,,88,206.49,,,
25/06/2020,79,156.80,26,87.90,2,7.90,107,252.60,,,
26/06/2020,46,93.48,16,59.10,3,0.00,65,152.58,,,
27/06/2020,52,119.29,21,61.82,,,73,181.11,,,
28/06/2020,52,108.65,29,89.00,,,81,197.65,,,
29/06/2020,64,131.45,23,64.30,,,87,195.75,,,
30/06/2020,67,147.55,26,82.00,1,5.50,94,235.05,,,
01/07/2020,88,185.85,28,73.20,1,7.90,117,266.95,,,
02/07/2020,69,130.90,25,73.10,,,94,204.00,,,
03/07/2020,59,111.20,23,69.20,4,15.80,86,196.20,,,
04/07/2020,83,169.25,38,128.30,1,0.00,122,297.55,,,
05/07/2020,69,136.20,33,98.50,,,102,234.70,,,
06/07/2020,104,219.85,36,101.00,3,23.70,143,344.55,,,
07/07/2020,104,234.50,51,166.20,,,155,400.70,,,
08/07/2020,88,175.55,23,65.50,3,23.70,114,264.75,,,
09/07/2020,107,201.90,38,122.30,,,145,324.20,,,
10/07/2020,73,146.05,21,63.10,2,7.90,96,217.05,,,
11/07/2020,82,179.05,51,154.80,3,23.70,136,357.55,,,
12/07/2020,60,116.40,28,90.80,,,88,207.20,,,
13/07/2020,104,241.50,76,260.50,3,23.70,183,525.70,,,
14/07/2020,130,274.30,67,202.00,1,0.00,198,476.30,,,
15/07/2020,143,290.40,60,183.30,3,7.90,206,481.60,,,
16/07/2020,117,252.35,59,204.10,3,15.80,179,472.25,,,
17/07/2020,76,154.30,26,71.40,,,102,225.70,,,
18/07/2020,101,212.30,43,146.10,,,144,358.40,,,
19/07/2020,101,205.15,41,145.80,4,15.80,146,366.75,,,
20/07/2020,115,256.50,51,154.60,4,0.00,170,411.10,,,
21/07/2020,114,236.05,40,123.30,1,0.00,155,359.35,,,
22/07/2020,97,203.80,55,145.20,,,152,349.00,,,
23/07/2020,101,216.75,58,183.00,1,7.90,160,407.65,,,
24/07/2020,118,238.15,47,181.10,1,7.90,166,427.15,,,
25/07/2020,115,254.85,55,201.50,2,15.80,172,472.15,,,
26/07/2020,104,208.20,58,179.90,,,162,388.10,,,
27/07/2020,87,202.75,41,146.90,,,128,349.65,,,
28/07/2020,106,216.95,65,207.20,,,171,424.15,,,
29/07/2020,94,202.10,42,126.30,,,136,328.40,,,
30/07/2020,76,152.25,35,111.20,1,4.80,112,268.25,,,
31/07/2020,86,178.15,27,76.40,,,113,254.55,,,
01/08/2020,87,182.90,42,130.60,,,129,313.50,,,
02/08/2020,69,118.00,42,182.00,,,111,300.00,,,
03/08/2020,71,154.05,45,156.30,,,116,310.35,,,
04/08/2020,84,185.20,30,95.20,,,114,280.40,,,
05/08/2020,87,186.05,34,116.60,,,121,302.65,,,
06/08/2020,77,150.70,34,114.10,,,111,264.80,,,
07/08/2020,71,141.65,26,83.40,5,0.00,102,225.05,,,
08/08/2020,88,183.45,49,149.90,,,137,333.35,,,
09/08/2020,86,170.72,35,133.40,2,0.00,123,304.12,,,
10/08/2020,57,121.00,22,68.40,2,15.80,81,205.20,,,
11/08/2020,74,152.30,46,122.30,1,7.90,121,282.50,,,
12/08/2020,72,142.30,27,79.70,,,99,222.00,,,
13/08/2020,49,95.80,38,124.10,2,0.00,89,219.90,,,
14/08/2020,65,137.65,32,104.70,3,12.70,100,255.05,,,
16/08/2020,103,205.20,42,141.50,2,7.90,147,354.60,,,
17/08/2020,52,105.90,25,69.40,,,77,175.30,,,
18/08/2020,111,220.75,47,170.00,1,7.90,159,398.65,,,
19/08/2020,94,204.00,44,140.00,,,138,344.00,,,
20/08/2020,83,169.45,36,113.40,1,0.00,120,282.85,,,
21/08/2020,83,171.60,45,143.10,4,7.90,132,322.60,,,
22/08/2020,90,176.55,42,135.10,1,0.00,133,311.65,,,
23/08/2020,78,152.10,49,158.10,,,127,310.20,,,
24/08/2020,72,154.00,24,71.50,,,96,225.50,,,
25/08/2020,85,178.30,38,119.20,,,123,297.50,,,
26/08/2020,89,192.45,47,176.70,,,136,369.15,,,
27/08/2020,75,148.45,21,64.90,3,0.00,99,213.35,,,
28/08/2020,72,159.25,35,111.80,,,107,271.05,,,
29/08/2020,87,187.65,36,118.40,3,7.90,126,313.95,,,
30/08/2020,117,229.50,50,142.20,1,7.90,168,379.60,,,
31/08/2020,84,179.35,37,133.00,2,15.80,123,328.15,,,
01/09/2020,113,230.90,49,150.20,1,7.90,163,389.00,,,
02/09/2020,93,195.30,34,107.70,2,15.80,129,318.80,,,
03/09/2020,64,129.95,20,65.20,1,7.90,85,203.05,,,
04/09/2020,87,177.75,29,79.00,6,7.90,122,264.65,,,
05/09/2020,137,285.05,47,144.90,1,7.90,185,437.85,,,
06/09/2020,106,195.70,47,146.00,,,153,341.70,,,
07/09/2020,129,246.75,48,165.60,2,15.80,179,428.15,,,
08/09/2020,142,302.35,44,136.90,7,15.40,193,454.65,,,
09/09/2020,97,200.75,44,128.50,2,7.90,143,337.15,,,
10/09/2020,109,203.50,41,135.30,4,12.70,154,351.50,,,
11/09/2020,93,203.00,57,168.80,,,150,371.80,,,
12/09/2020,108,238.01,66,230.40,1,0.00,175,468.41,,,
13/09/2020,107,211.55,73,229.30,4,7.90,184,448.75,,,
14/09/2020,92,186.70,33,96.20,,,125,282.90,,,
15/09/2020,117,248.65,31,90.10,2,15.80,150,354.55,,,
16/09/2020,78,150.60,34,82.70,,,112,233.30,,,
17/09/2020,94,189.95,35,97.50,3,7.90,132,295.35,,,
18/09/2020,95,185.90,38,115.10,6,0.00,139,301.00,,,
19/09/2020,144,309.00,68,195.50,2,7.90,214,512.40,,,
20/09/2020,101,209.85,53,176.10,1,0.00,155,385.95,,,
21/09/2020,94,183.30,51,135.50,,,145,318.80,,,
22/09/2020,84,192.40,22,56.20,1,7.90,107,256.50,,,
23/09/2020,77,164.20,32,97.60,2,7.90,111,269.70,,,
24/09/2020,87,170.65,43,127.90,3,0.00,133,298.55,,,
25/09/2020,57,112.45,32,74.60,,,89,187.05,,,
26/09/2020,100,207.75,42,141.20,1,0.00,143,348.95,,,
27/09/2020,115,258.20,39,111.30,1,7.90,155,377.40,,,
28/09/2020,77,164.80,25,64.10,,,102,228.90,,,
29/09/2020,69,134.75,17,36.90,,,86,171.65,,,
30/09/2020,66,142.00,24,55.40,,,90,197.40,,,
01/10/2020,65,148.35,23,62.80,,,88,211.15,,,
02/10/2020,80,157.05,32,79.60,2,0.00,114,236.65,,,
03/10/2020,88,187.05,40,134.00,5,0.00,133,321.05,,,
04/10/2020,89,187.05,42,117.70,3,0.00,134,304.75,,,
05/10/2020,65,144.55,29,74.40,,,94,218.95,,,
06/10/2020,76,161.05,29,76.30,,,105,237.35,,,
07/10/2020,77,164.85,31,99.70,,,108,264.55,,,
08/10/2020,52,113.00,24,82.70,3,0.00,79,195.70,,,
09/10/2020,52,108.55,31,89.80,2,0.00,85,198.35,,,
10/10/2020,137,297.30,49,135.10,2,0.00,188,432.40,,,
11/10/2020,188,377.35,77,219.10,5,15.80,270,612.25,,,
12/10/2020,184,392.65,99,295.20,1,7.90,284,695.75,,,
13/10/2020,128,256.00,48,135.40,2,0.00,178,391.40,,,
14/10/2020,79,157.70,26,60.80,1,7.90,106,226.40,,,
15/10/2020,68,132.20,23,62.00,2,0.00,93,194.20,,,
16/10/2020,126,263.00,44,115.50,4,0.00,174,378.50,,,
17/10/2020,168,340.50,58,171.90,5,0.00,231,512.40,,,
18/10/2020,108,208.30,57,171.00,5,7.90,170,387.20,,,
19/10/2020,86,177.60,24,69.80,,,110,247.40,,,
20/10/2020,100,213.80,41,115.10,,,141,328.90,,,
21/10/2020,105,224.70,43,107.50,,,148,332.20,,,
22/10/2020,89,173.60,31,101.30,,,120,274.90,,,
23/10/2020,118,233.20,45,140.40,3,7.90,166,381.50,,,
24/10/2020,162,314.70,71,196.90,1,0.00,234,511.60,,,
25/10/2020,189,392.70,68,184.30,2,0.00,259,577.00,,,
26/10/2020,107,220.65,40,120.50,,,147,341.15,,,
27/10/2020,122,243.10,39,111.20,,,161,354.30,,,
28/10/2020,120,220.85,48,152.60,,,168,373.45,,,
29/10/2020,88,165.20,39,114.30,1,0.00,128,279.50,,,
30/10/2020,99,190.00,35,88.10,,,134,278.10,,,
31/10/2020,126,275.75,46,149.00,,,172,424.75,,,
01/11/2020,153,317.55,70,242.50,6,0.00,229,560.05,,,
02/11/2020,136,284.30,76,240.90,1,7.90,213,533.10,,,
03/11/2020,114,239.25,33,86.40,,,147,325.65,,,
04/11/2020,105,215.90,38,117.50,2,9.60,145,343.00,,,
05/11/2020,108,206.40,38,97.00,2,7.90,148,311.30,,,
06/11/2020,101,203.95,38,126.20,5,0.00,144,330.15,,,
07/11/2020,182,401.36,78,241.90,7,0.00,267,643.26,,,
08/11/2020,158,320.35,64,188.20,2,0.00,224,508.55,,,
09/11/2020,208,448.30,79,223.00,1,4.80,288,676.10,,,
10/11/2020,119,227.55,43,133.50,1,4.80,163,365.85,,,
11/11/2020,80,159.30,22,51.70,,,102,211.00,,,
12/11/2020,82,161.60,28,83.00,5,7.90,115,252.50,,,
13/11/2020,130,276.10,43,116.60,3,7.90,176,400.60,,,
14/11/2020,197,415.35,89,264.70,2,0.00,288,680.05,,,
15/11/2020,184,381.15,72,211.10,8,0.00,264,592.25,,,
16/11/2020,94,183.85,32,94.90,,,126,278.75,,,
17/11/2020,95,182.30,36,109.90,,,131,292.20,,,
18/11/2020,107,216.40,35,105.00,1,0.00,143,321.40,,,
19/11/2020,128,255.60,50,150.90,3,0.00,181,406.50,,,
20/11/2020,132,268.70,84,264.00,4,7.90,220,540.60,,,
21/11/2020,196,411.00,95,279.50,22,41.20,313,731.70,,,
22/11/2020,235,485.80,93,294.30,28,0.00,356,780.10,,,
23/11/2020,115,248.40,54,180.90,2,7.90,171,437.20,,,
24/11/2020,129,266.35,37,109.20,,,166,375.55,,,
25/11/2020,116,246.20,45,126.20,1,7.90,162,380.30,,,
26/11/2020,103,198.00,34,90.70,3,0.00,140,288.70,,,
27/11/2020,125,250.85,69,239.30,3,4.80,197,494.95,,,
28/11/2020,237,485.05,118,335.00,17,19.20,372,839.25,,,
29/11/2020,262,566.90,85,248.40,21,17.50,368,832.80,,,
30/11/2020,128,248.80,48,156.60,,,176,405.40,,,
01/12/2020,117,233.20,36,92.80,,,153,326.00,,,
02/12/2020,136,255.40,50,152.80,1,7.90,187,416.10,,,
03/12/2020,118,236.75,35,108.60,,,153,345.35,,,
04/12/2020,169,346.95,57,172.00,1,0.00,227,518.95,,,
05/12/2020,224,479.05,103,346.35,5,12.70,332,838.10,,,
06/12/2020,268,575.95,78,210.60,10,7.90,356,794.45,,,
07/12/2020,248,559.20,133,401.80,16,38.00,397,999.00,,,
08/12/2020,241,512.20,93,304.40,2,0.00,336,816.60,,,
09/12/2020,153,323.65,52,125.80,1,0.00,206,449.45,,,
10/12/2020,100,194.00,52,138.10,6,3.00,158,335.10,,,
11/12/2020,102,196.25,46,151.80,3,7.90,151,355.95,,,
12/12/2020,188,403.50,77,231.60,8,17.50,273,652.60,,,
13/12/2020,195,411.95,83,251.90,9,7.90,287,671.75,,,
14/12/2020,116,255.45,59,183.10,,,175,438.55,,,
15/12/2020,134,270.70,35,107.60,1,7.90,170,386.20,,,
16/12/2020,142,301.90,67,205.80,1,7.90,210,515.60,,,
17/12/2020,134,257.45,63,190.50,4,0.00,201,447.95,,,
18/12/2020,101,202.00,44,124.20,3,0.00,148,326.20,,,
19/12/2020,220,506.25,95,291.50,10,17.50,325,815.25,,,
20/12/2020,186,391.20,77,241.00,2,0.00,265,632.20,,,
21/12/2020,120,285.90,52,170.20,1,7.90,173,464.00,,,
22/12/2020,126,343.25,34,99.80,2,3.80,162,446.85,,,
23/12/2020,110,248.75,41,121.30,,,151,370.05,,,
24/12/2020,44,101.10,19,51.80,,,63,152.90,,,
26/12/2020,183,378.70,57,154.10,,,240,532.80,,,
27/12/2020,155,333.35,52,168.50,3,7.90,210,509.75,,,
28/12/2020,203,495.45,84,262.00,4,0.00,291,757.45,,,
29/12/2020,189,436.50,67,206.20,4,13.10,260,655.80,,,
30/12/2020,110,266.75,49,150.60,1,0.00,160,417.35,,,
31/12/2020,55,107.80,29,68.20,1,0.00,85,176.00,,,
02/01/2021,167,346.50,81,213.40,8,0.00,256,559.90,,,
03/01/2021,172,371.60,76,234.40,1,0.00,249,606.00,,,
04/01/2021,161,382.25,60,164.70,,,221,546.95,,,
05/01/2021,131,304.90,48,148.00,,,179,452.90,,,
07/01/2021,101,224.60,29,81.20,2,0.00,132,305.80,,,
08/01/2021,114,264.60,48,152.30,2,15.80,164,432.70,,,
11/01/2021,47,110.80,23,68.00,,,70,178.80,,,
12/01/2021,34,103.70,14,38.00,,,48,141.70,,,
13/01/2021,57,113.30,24,55.90,1,7.90,82,177.10,,,
14/01/2021,47,97.45,21,61.30,1,0.00,69,158.75,,,
15/01/2021,65,128.60,16,73.00,3,4.80,84,206.40,,,
16/01/2021,118,236.80,50,138.00,,,168,374.80,,,
17/01/2021,177,360.70,58,185.80,,,235,546.50,,,
18/01/2021,90,178.30,40,125.40,2,0.00,132,303.70,,,
19/01/2021,93,203.65,31,82.20,4,0.00,128,285.85,,,
20/01/2021,132,268.45,47,111.30,4,0.00,183,379.75,,,
21/01/2021,74,153.20,17,45.60,2,0.00,93,198.80,,,
22/01/2021,125,253.15,39,114.60,8,7.90,172,375.65,,,
23/01/2021,167,395.80,56,162.90,,,223,558.70,,,
24/01/2021,177,374.95,63,190.70,8,12.70,248,578.35,,,
25/01/2021,102,207.30,31,92.20,3,0.00,136,299.50,,,
26/01/2021,81,165.60,43,125.10,5,0.00,129,290.70,,,
27/01/2021,116,231.60,41,110.10,6,0.00,163,341.70,,,
28/01/2021,79,150.05,33,120.00,2,0.00,114,270.05,,,
29/01/2021,110,218.35,31,85.90,6,7.90,147,312.15,,,
30/01/2021,196,428.65,67,203.40,4,0.00,267,632.05,,,
31/01/2021,178,391.60,68,202.10,4,7.90,250,601.60,,,
01/02/2021,102,218.25,29,81.00,2,0.00,133,299.25,,,
02/02/2021,98,203.85,42,124.60,4,0.00,144,328.45,,,
03/02/2021,92,180.40,35,96.40,8,0.00,135,276.80,,,
04/02/2021,115,243.20,36,104.10,6,0.00,157,347.30,,,
05/02/2021,106,234.85,32,97.50,5,0.00,143,332.35,,,
06/02/2021,186,409.85,86,241.10,5,0.00,277,650.95,,,
07/02/2021,166,362.15,55,157.40,1,7.90,222,527.45,,,
08/02/2021,124,261.10,48,132.80,3,0.00,175,393.90,,,
09/02/2021,116,232.50,42,116.90,4,0.00,162,349.40,,,
10/02/2021,93,193.85,31,83.30,6,0.00,130,277.15,,,
11/02/2021,94,214.40,31,93.90,4,0.00,129,308.30,,,
12/02/2021,87,202.90,38,94.00,4,0.00,129,296.90,,,
13/02/2021,181,393.60,77,217.00,,,258,610.60,,,
14/02/2021,192,411.65,102,313.50,3,0.00,297,725.15,,,
15/02/2021,137,279.64,57,165.10,6,0.00,200,444.74,,,
16/02/2021,78,158.75,36,109.30,6,0.00,120,268.05,,,
17/02/2021,119,258.00,59,151.10,3,0.00,181,409.10,,,
18/02/2021,104,212.40,46,130.10,2,0.00,152,342.50,,,
19/02/2021,83,167.70,37,107.50,5,7.90,125,283.10,,,
20/02/2021,161,367.65,83,247.70,6,15.80,250,631.15,,,
21/02/2021,199,448.05,85,258.30,,,284,706.35,,,
22/02/2021,124,260.25,44,124.50,3,0.00,171,384.75,,,
23/02/2021,116,244.30,39,120.10,9,0.00,164,364.40,,,
24/02/2021,106,236.70,43,127.30,6,0.00,155,364.00,,,
25/02/2021,104,221.75,46,123.40,2,0.00,152,345.15,,,
26/02/2021,107,238.45,43,141.80,2,0.00,152,380.25,,,
27/02/2021,205,458.20,82,253.70,8,12.80,295,724.70,,,
28/02/2021,171,402.80,81,253.50,,,252,656.30,,,
01/03/2021,149,311.70,54,159.60,5,7.90,208,479.20,,,
02/03/2021,90,196.10,52,113.70,4,0.00,146,309.80,,,
03/03/2021,145,310.45,67,206.90,18,0.00,230,517.35,,,
04/03/2021,109,238.05,48,140.70,5,13.60,162,392.35,,,
05/03/2021,121,266.20,63,203.30,7,4.80,191,474.30,,,
06/03/2021,193,435.75,80,233.40,4,0.00,277,669.15,,,
07/03/2021,176,410.35,89,276.60,3,7.90,268,694.85,,,
08/03/2021,144,326.25,52,170.30,1,0.00,197,496.55,,,
09/03/2021,124,279.60,67,224.20,1,0.00,192,503.80,,,
10/03/2021,97,222.25,42,121.90,1,0.00,140,344.15,,,
11/03/2021,120,498.80,44,146.60,,,164,645.40,,,
12/03/2021,124,250.50,50,137.10,3,15.80,177,403.40,,,
13/03/2021,235,531.05,109,366.90,11,248.75,355,1146.70,,,
14/03/2021,168,337.90,88,270.90,7,0.00,263,608.80,,,
15/03/2021,120,283.70,58,198.70,4,0.00,182,482.40,,,
16/03/2021,112,246.00,55,140.00,1,7.90,168,393.90,,,
17/03/2021,134,285.05,41,100.20,1,0.00,176,385.25,,,
18/03/2021,113,242.75,35,106.00,,,148,348.75,,,
19/03/2021,176,366.75,81,226.80,1,0.00,258,593.55,,,
20/03/2021,236,487.75,96,286.50,9,7.90,341,782.15,,,
21/03/2021,211,464.05,82,243.60,8,0.00,301,707.65,,,
22/03/2021,143,288.90,74,229.70,1,0.00,218,518.60,,,
23/03/2021,129,271.40,57,150.10,3,0.00,189,421.50,,,
24/03/2021,81,177.05,37,112.00,,,118,289.05,,,
25/03/2021,108,229.60,57,156.50,,,165,386.10,,,
26/03/2021,111,229.80,63,196.70,8,15.80,182,442.30,,,
27/03/2021,144,334.75,67,166.30,4,7.90,215,508.95,,,
28/03/2021,128,288.90,63,191.70,,,191,480.60,,,
29/03/2021,142,293.35,75,235.40,,,217,528.75,,,
30/03/2021,154,323.45,87,285.00,2,0.00,243,608.45,,,
31/03/2021,71,159.00,41,131.00,2,0.00,114,290.00,,,
01/04/2021,138,291.75,83,249.90,8,0.00,229,541.65,,,
02/04/2021,147,320.30,77,246.60,5,7.90,229,574.80,,,
03/04/2021,150,358.90,58,181.60,3,7.90,211,548.40,,,
04/04/2021,106,230.45,64,196.20,8,0.00,178,426.65,,,
05/04/2021,118,260.10,61,216.40,5,12.70,184,489.20,,,
06/04/2021,90,189.85,49,142.90,2,7.90,141,340.65,,,
07/04/2021,102,203.60,39,100.30,,,141,303.90,,,
08/04/2021,97,219.15,39,109.80,2,0.00,138,328.95,,,
09/04/2021,134,276.35,49,156.80,,,183,433.15,,,
10/04/2021,193,401.90,77,223.10,14,7.90,284,632.90,,,
11/04/2021,219,467.80,110,342.60,13,4.80,342,815.20,,,
12/04/2021,187,391.10,83,263.90,6,39.50,276,694.50,,,
13/04/2021,182,385.10,67,204.90,6,7.90,255,597.90,,,
14/04/2021,141,298.85,75,217.90,5,7.90,221,524.65,,,
15/04/2021,101,198.10,36,95.00,1,7.90,138,301.00,,,
16/04/2021,116,231.90,49,145.40,3,0.00,168,377.30,,,
17/04/2021,171,373.25,91,259.80,3,0.00,265,633.05,,,
18/04/2021,128,272.15,61,214.00,6,15.80,195,501.95,,,
19/04/2021,113,220.80,80,210.60,2,0.00,195,431.40,,,
20/04/2021,109,232.00,49,142.10,,,158,374.10,,,
21/04/2021,114,229.35,56,145.40,2,0.00,172,374.75,,,
22/04/2021,126,258.00,52,155.50,,,178,413.50,,,
23/04/2021,134,275.70,60,180.40,1,0.00,195,456.10,,,
24/04/2021,189,417.75,94,308.10,3,0.00,286,725.85,,,
25/04/2021,183,410.60,77,268.00,2,0.00,262,678.60,,,
26/04/2021,108,224.20,35,97.40,2,15.80,145,337.40,,,
27/04/2021,154,311.10,58,169.60,,,212,480.70,,,
28/04/2021,129,267.85,45,121.10,,,174,388.95,,,
29/04/2021,111,222.75,48,138.50,3,0.00,162,361.25,,,
30/04/2021,116,234.75,51,130.80,2,0.00,169,365.55,,,
01/05/2021,175,380.80,86,295.10,4,7.90,265,683.80,,,
02/05/2021,202,454.25,95,287.10,10,0.00,307,741.35,,,
03/05/2021,137,285.35,79,211.40,1,0.00,217,496.75,,,
04/05/2021,180,377.85,83,259.00,,,263,636.85,,,
05/05/2021,94,202.25,31,86.60,,,125,288.85,,,
06/05/2021,112,239.70,47,138.80,2,0.00,161,378.50,,,
07/05/2021,117,247.55,54,151.90,1,0.00,172,399.45,,,
08/05/2021,172,369.96,90,280.30,2,7.90,264,658.16,,,
09/05/2021,203,440.25,89,281.10,3,4.80,295,726.15,,,
10/05/2021,146,290.60,71,222.00,3,17.50,220,530.10,,,
11/05/2021,146,293.80,62,168.80,,,208,462.60,,,
12/05/2021,111,245.60,47,133.60,1,0.00,159,379.20,,,
13/05/2021,109,238.45,51,164.50,,,160,402.95,,,
14/05/2021,129,279.70,82,245.50,2,0.00,213,525.20,,,
15/05/2021,218,512.20,107,323.80,7,0.00,332,836.00,,,
16/05/2021,194,464.80,107,344.60,6,15.80,307,825.20,,,
17/05/2021,188,396.85,71,199.30,3,0.00,262,596.15,,,
18/05/2021,206,412.65,68,190.70,,,274,603.35,,,
19/05/2021,95,198.50,50,122.50,2,15.80,147,336.80,,,
20/05/2021,98,202.20,49,134.70,13,0.00,160,336.90,,,
21/05/2021,135,296.85,60,166.70,,,195,463.55,,,
22/05/2021,256,565.75,122,372.40,11,7.90,389,946.05,,,
23/05/2021,234,535.95,152,457.40,6,0.00,392,993.35,,,
24/05/2021,149,310.00,60,175.30,4,23.70,213,509.00,,,
25/05/2021,141,300.95,98,298.90,4,11.30,243,611.15,,,
26/05/2021,152,320.50,83,238.60,5,23.70,240,582.80,,,
27/05/2021,141,316.75,75,214.40,5,0.00,221,531.15,,,
28/05/2021,157,326.20,64,175.20,2,0.00,223,501.40,,,
29/05/2021,215,507.75,131,413.40,8,0.00,354,921.15,,,
30/05/2021,150,333.35,107,320.00,4,7.00,261,660.35,,,
31/05/2021,138,284.50,56,160.00,17,15.80,211,460.30,,,
01/06/2021,113,225.00,52,168.70,,,165,393.70,,,
02/06/2021,98,202.00,41,125.00,2,15.80,141,342.80,,,
03/06/2021,158,320.50,59,177.00,4,0.00,221,497.50,,,
