Data,Bebidas_Cantidad,Bebidas_Ventas,Comida_Cantidad,Comida_Ventas,Otros_Cantitdad,Otros_Ventas,Total_Cantidad,Total_Ventas,,,
04/06/2021,133,295.50,49,151.30,,,182,446.80,,,
05/06/2021,308,700.00,167,514.60,11,7.90,486,1222.50,,,
06/06/2021,158,362.35,97,308.10,2,0.00,257,670.45,,,
07/06/2021,199,585.15,77,225.80,4,27.10,280,838.05,,,
08/06/2021,140,299.35,57,155.80,6,15.80,203,470.95,,,
09/06/2021,119,249.10,47,115.30,5,15.80,171,380.20,,,
10/06/2021,134,278.55,78,247.30,13,0.00,225,525.85,,,
11/06/2021,159,339.40,98,292.90,4,7.90,261,640.20,,,
12/06/2021,196,439.70,135,378.30,3,0.00,334,818.00,,,
13/06/2021,207,482.60,106,337.50,3,0.00,316,820.10,,,
14/06/2021,132,293.30,79,236.60,11,35.00,222,564.90,,,
15/06/2021,121,255.35,59,185.10,3,24.70,183,465.15,,,
16/06/2021,179,397.85,89,253.90,7,28.70,275,680.45,,,
17/06/2021,126,295.70,69,222.30,2,8.90,197,526.90,,,
18/06/2021,163,363.05,70,223.10,7,28.50,240,614.65,,,
19/06/2021,225,504.05,158,439.00,10,5.30,393,948.35,,,
20/06/2021,199,455.90,110,316.80,5,0.00,314,772.70,,,
21/06/2021,169,356.70,71,193.10,4,17.80,244,567.60,,,
22/06/2021,166,358.10,83,264.20,9,7.00,258,629.30,,,
23/06/2021,145,325.50,64,193.60,3,16.80,212,535.90,,,
24/06/2021,113,255.70,58,158.30,,,171,414.00,,,
25/06/2021,139,308.80,69,235.20,4,8.90,212,552.90,,,
26/06/2021,184,404.80,105,318.50,8,7.90,297,731.20,,,
27/06/2021,192,440.60,139,463.60,9,7.90,340,912.10,,,
28/06/2021,167,370.35,87,292.00,4,16.80,258,679.15,,,
29/06/2021,151,316.35,89,302.10,5,0.00,245,618.45,,,
30/06/2021,126,277.20,53,183.70,2,7.90,181,468.80,,,
01/07/2021,168,365.75,61,184.50,4,8.90,233,559.15,,,
02/07/2021,148,330.35,59,189.10,9,14.40,216,533.85,,,
03/07/2021,225,517.55,124,432.00,31,101.40,380,1050.95,,,
04/07/2021,175,393.20,113,421.70,4,0.00,292,814.90,,,
05/07/2021,162,353.55,91,283.10,6,16.40,259,653.05,,,
06/07/2021,156,353.50,66,189.40,8,4.80,230,547.70,,,
07/07/2021,133,297.25,75,251.70,5,0.00,213,548.95,,,
08/07/2021,122,297.55,88,291.50,6,16.80,216,605.85,,,
09/07/2021,161,336.65,98,239.20,4,7.90,263,583.75,,,
10/07/2021,184,407.65,130,390.40,5,7.90,319,805.95,,,
11/07/2021,118,302.90,76,247.90,7,7.90,201,558.70,,,
12/07/2021,194,438.15,109,359.90,8,18.50,311,816.55,,,
13/07/2021,160,353.70,93,290.70,1,0.00,254,644.40,,,
14/07/2021,134,306.80,82,215.90,5,8.90,221,531.60,,,
15/07/2021,141,320.80,72,222.20,5,15.80,218,558.80,,,
16/07/2021,122,262.80,57,186.80,6,4.80,185,454.40,,,
17/07/2021,155,356.85,100,277.00,2,0.00,257,633.85,,,
18/07/2021,146,329.40,91,321.50,2,7.90,239,658.80,,,
19/07/2021,176,386.20,117,379.20,5,40.60,298,806.00,,,
20/07/2021,153,343.55,82,243.10,10,29.20,245,615.85,,,
21/07/2021,126,282.20,61,198.70,12,40.50,199,521.40,,,
22/07/2021,102,208.50,71,223.40,7,17.80,180,449.70,,,
23/07/2021,139,292.50,79,269.50,4,13.70,222,575.70,,,
24/07/2021,127,281.40,104,346.40,12,0.00,243,627.80,,,
25/07/2021,127,277.15,95,346.10,7,0.00,229,623.25,,,
26/07/2021,120,278.40,69,244.30,2,15.80,191,538.50,,,
27/07/2021,168,361.30,94,261.60,5,7.90,267,630.80,,,
28/07/2021,144,315.90,102,300.30,5,0.00,251,616.20,,,
29/07/2021,136,288.60,71,229.50,,,207,518.10,,,
30/07/2021,133,299.35,80,265.70,5,31.60,218,596.65,,,
31/07/2021,142,321.70,73,232.20,,,215,553.90,,,
01/08/2021,149,351.60,118,428.90,2,0.00,269,780.50,,,
02/08/2021,145,308.55,79,266.20,,,224,574.75,,,
03/08/2021,148,330.50,94,262.10,6,7.00,248,599.60,,,
04/08/2021,142,324.45,76,233.00,10,44.70,228,602.15,,,
05/08/2021,143,317.45,88,331.90,4,15.80,235,665.15,,,
06/08/2021,147,335.35,90,259.60,2,17.80,239,612.75,,,
07/08/2021,148,332.55,118,347.30,6,7.90,272,687.75,,,
08/08/2021,211,494.00,121,366.80,6,12.70,338,873.50,,,
09/08/2021,161,350.95,90,293.00,6,15.80,257,659.75,,,
10/08/2021,156,349.20,106,287.80,6,16.80,268,653.80,,,
11/08/2021,179,413.50,79,243.80,7,16.80,265,674.10,,,
12/08/2021,145,334.40,69,210.00,6,225.70,220,770.10,,,
13/08/2021,161,373.20,78,219.50,5,0.00,244,592.70,,,
14/08/2021,137,314.35,113,323.60,1,8.90,251,646.85,,,
15/08/2021,168,375.55,89,280.60,8,41.50,265,697.65,,,
16/08/2021,178,407.75,107,359.20,14,47.10,299,814.05,,,
17/08/2021,136,294.75,82,285.70,2,7.90,220,588.35,,,
18/08/2021,161,329.70,100,290.50,7,17.80,268,638.00,,,
19/08/2021,156,336.45,73,214.00,9,34.20,238,584.65,,,
20/08/2021,164,365.30,94,301.80,55,8.90,313,676.00,,,
21/08/2021,229,512.45,149,422.60,9,8.90,387,943.95,,,
22/08/2021,183,404.15,93,298.40,12,24.70,288,727.25,,,
23/08/2021,158,349.90,92,281.90,6,16.80,256,648.60,,,
24/08/2021,181,393.30,112,341.40,1,0.00,294,734.70,,,
25/08/2021,142,287.85,80,259.70,5,12.70,227,560.25,,,
26/08/2021,148,303.65,85,260.30,9,8.90,242,572.85,,,
27/08/2021,133,296.75,84,240.50,5,0.00,222,537.25,,,
28/08/2021,162,353.65,107,347.30,3,16.80,272,717.75,,,
29/08/2021,206,457.65,105,350.50,4,8.90,315,817.05,,,
30/08/2021,165,345.70,145,414.80,7,36.40,317,796.90,,,
31/08/2021,116,249.25,52,178.40,5,4.80,173,432.45,,,
01/09/2021,119,252.20,55,152.10,5,0.00,179,404.30,,,
02/09/2021,159,379.15,92,274.00,9,32.60,260,685.75,,,
03/09/2021,127,278.40,69,190.50,4,7.90,200,476.80,,,
04/09/2021,196,444.05,134,349.70,7,0.00,337,793.75,,,
05/09/2021,181,427.40,131,374.90,5,21.60,317,823.90,,,
06/09/2021,219,506.95,112,363.80,6,7.90,337,878.65,,,
07/09/2021,182,392.85,100,336.80,4,17.80,286,747.45,,,
08/09/2021,154,339.95,103,325.50,6,13.70,263,679.15,,,
09/09/2021,151,339.40,109,342.90,9,20.60,269,702.90,,,
10/09/2021,186,409.30,111,366.90,9,0.00,306,776.20,,,
11/09/2021,297,653.90,203,497.80,11,8.90,511,1160.60,,,
12/09/2021,272,586.40,169,552.20,8,18.50,449,1157.10,,,
13/09/2021,167,357.35,123,337.00,10,16.80,300,711.15,,,
14/09/2021,288,649.85,132,407.90,11,17.70,431,1075.45,,,
15/09/2021,213,471.10,99,335.60,27,16.80,339,823.50,,,
16/09/2021,211,462.35,119,371.80,22,23.30,352,857.45,,,
17/09/2021,210,463.80,103,331.80,17,7.90,330,803.50,,,
18/09/2021,322,689.45,198,534.70,23,15.20,543,1239.35,,,
19/09/2021,314,686.15,242,690.50,27,79.90,583,1456.55,,,
20/09/2021,261,559.65,137,449.30,13,15.80,411,1024.75,,,
21/09/2021,254,543.70,116,395.60,4,7.90,374,947.20,,,
22/09/2021,196,450.10,98,334.10,19,41.50,313,825.70,,,
23/09/2021,221,467.20,112,348.80,14,35.60,347,851.60,,,
24/09/2021,278,613.10,181,536.80,23,76.10,482,1226.00,,,
25/09/2021,365,855.10,270,810.60,25,34.70,660,1700.40,,,
26/09/2021,367,864.45,228,707.90,43,21.60,638,1593.95,,,
27/09/2021,214,476.70,125,400.10,8,15.80,347,892.60,,,
28/09/2021,171,365.00,108,332.60,22,7.90,301,705.50,,,
29/09/2021,205,461.40,83,242.10,20,8.90,308,712.40,,,
30/09/2021,175,367.95,102,278.70,24,41.50,301,688.15,,,
01/10/2021,225,495.55,110,323.20,15,58.00,350,876.75,,,
02/10/2021,337,744.80,229,822.50,26,35.30,592,1602.60,,,
03/10/2021,373,874.25,181,613.20,23,42.20,577,1529.65,,,
04/10/2021,224,475.45,100,308.00,17,26.40,341,809.85,,,
05/10/2021,152,318.95,84,273.10,9,12.70,245,604.75,,,
06/10/2021,183,400.20,117,413.90,12,36.40,312,850.50,,,
07/10/2021,219,476.00,124,400.20,15,9.60,358,885.80,,,
08/10/2021,199,449.80,119,407.15,11,36.40,329,893.35,,,
09/10/2021,415,918.70,244,886.60,37,99.20,696,1904.50,,,
10/10/2021,415,967.60,285,1002.30,39,51.40,739,2021.30,,,
11/10/2021,365,812.75,227,821.70,22,66.70,614,1701.15,,,
12/10/2021,328,744.40,208,732.50,29,41.50,565,1518.40,,,
13/10/2021,175,398.95,98,363.20,19,50.40,292,812.55,,,
14/10/2021,186,416.10,108,303.00,19,8.90,313,728.00,,,
15/10/2021,274,574.70,161,555.40,20,32.60,455,1162.70,,,
16/10/2021,447,957.30,247,866.90,59,118.70,753,1942.90,,,
17/10/2021,353,807.15,219,767.44,37,52.16,609,1626.75,,,
18/10/2021,209,471.20,141,441.40,22,47.30,372,959.90,,,
19/10/2021,199,435.15,102,341.90,10,0.00,311,777.05,,,
20/10/2021,214,472.30,118,355.60,18,40.50,350,868.40,,,
21/10/2021,249,571.10,137,454.40,30,48.30,416,1073.80,,,
22/10/2021,268,609.35,148,485.80,20,32.60,436,1127.75,,,
23/10/2021,431,946.21,231,794.60,42,20.60,704,1761.41,,,
24/10/2021,375,854.60,233,811.00,26,24.70,634,1690.30,,,
25/10/2021,295,644.45,160,539.70,25,40.50,480,1224.65,,,
26/10/2021,251,550.70,140,478.70,27,26.40,418,1055.80,,,
27/10/2021,202,429.95,112,349.30,10,30.50,324,809.75,,,
28/10/2021,241,546.45,158,531.10,25,38.40,424,1115.95,,,
29/10/2021,270,629.60,139,463.70,14,13.70,423,1107.00,,,
30/10/2021,478,1048.20,280,971.60,42,93.30,800,2113.10,,,
31/10/2021,458,1056.65,297,1096.30,28,79.90,783,2232.85,,,
01/11/2021,448,1040.95,309,1068.10,56,63.20,813,2172.25,,,
02/11/2021,320,702.10,141,491.40,22,66.90,483,1260.40,,,
03/11/2021,272,596.20,127,412.60,24,46.30,423,1055.10,,,
04/11/2021,350,742.15,153,490.70,42,31.20,545,1264.05,,,
05/11/2021,283,657.05,140,431.20,24,23.30,447,1111.55,,,
06/11/2021,407,915.40,254,857.30,26,64.60,687,1837.30,,,
07/11/2021,437,1015.05,263,873.70,16,16.80,716,1905.55,,,
08/11/2021,222,498.35,136,431.10,20,38.10,378,967.55,,,
09/11/2021,323,737.31,133,430.94,25,20.62,481,1188.87,,,
10/11/2021,260,564.65,150,488.90,24,31.20,434,1084.75,,,
11/11/2021,322,682.90,149,492.70,14,45.90,485,1221.50,,,
12/11/2021,377,865.45,198,711.80,40,48.90,615,1626.15,,,
13/11/2021,518,1147.35,304,1043.20,68,25.70,890,2216.25,,,
14/11/2021,521,1213.15,297,1041.40,61,79.10,879,2333.65,,,
15/11/2021,264,588.10,126,365.00,11,22.10,401,975.20,,,
16/11/2021,302,646.95,168,538.60,25,57.80,495,1243.35,,,
17/11/2021,270,581.35,131,439.80,8,21.60,409,1042.75,,,
18/11/2021,239,585.00,121,401.70,26,25.50,386,1012.20,,,
19/11/2021,324,730.20,160,556.30,34,52.30,518,1338.80,,,
20/11/2021,454,1023.95,262,799.50,44,37.90,760,1861.35,,,
21/11/2021,458,1025.30,256,831.30,55,45.80,769,1902.40,,,
22/11/2021,288,628.75,139,427.70,19,12.70,446,1069.15,,,
23/11/2021,209,460.25,93,317.60,18,25.70,320,803.55,,,
24/11/2021,305,661.65,111,385.70,15,33.60,431,1080.95,,,
25/11/2021,243,539.65,99,314.30,22,5.30,364,859.25,,,
26/11/2021,305,686.05,182,656.80,26,5.80,513,1348.65,,,
27/11/2021,970,2254.95,577,2025.70,41,98.40,1588,4379.05,,,
29/11/2021,313,666.50,160,494.60,31,35.30,504,1196.40,,,
30/11/2021,227,528.85,104,354.50,13,18.50,344,901.85,,,
01/12/2021,245,535.20,120,390.40,7,22.30,372,947.90,,,
02/12/2021,281,664.95,152,499.50,18,7.90,451,1172.35,,,
03/12/2021,274,620.25,127,430.70,18,26.20,419,1077.15,,,
04/12/2021,355,789.35,210,673.00,18,13.70,583,1476.05,,,
05/12/2021,549,1250.40,322,1041.50,42,73.70,913,2365.60,,,
06/12/2021,627,1397.58,414,1343.00,68,64.10,1109,2804.68,,,
07/12/2021,390,905.50,221,696.10,22,57.20,633,1658.80,,,
08/12/2021,362,793.55,205,683.80,22,64.90,589,1542.25,,,
09/12/2021,254,548.20,120,330.20,12,13.70,386,892.10,,,
10/12/2021,296,673.50,120,384.20,9,0.00,425,1057.70,,,
11/12/2021,335,757.45,215,696.00,13,32.60,563,1486.05,,,
12/12/2021,418,961.05,227,763.30,42,19.30,687,1743.65,,,
13/12/2021,247,559.00,127,430.90,11,25.70,385,1015.60,,,
14/12/2021,262,586.85,117,379.80,16,12.70,395,979.35,,,
15/12/2021,204,446.15,108,330.10,15,0.00,327,776.25,,,
16/12/2021,266,573.90,126,397.50,23,44.40,415,1015.80,,,
17/12/2021,263,590.40,134,410.80,29,40.50,426,1041.70,,,
18/12/2021,322,744.80,165,521.90,32,24.20,519,1290.90,,,
19/12/2021,393,930.05,224,777.10,26,19.00,643,1726.15,,,
20/12/2021,274,595.55,156,567.50,22,60.00,452,1223.05,,,
21/12/2021,228,496.50,131,476.20,16,24.20,375,996.90,,,
22/12/2021,182,421.60,112,405.70,19,20.00,313,847.30,,,
23/12/2021,152,320.40,75,223.70,2,15.80,229,559.90,,,
24/12/2021,83,181.65,47,173.50,6,7.90,136,363.05,,,
26/12/2021,221,488.95,147,489.00,7,22.60,375,1000.55,,,
27/12/2021,277,611.80,147,532.60,12,20.60,436,1165.00,,,
28/12/2021,272,627.25,160,606.40,9,39.50,441,1273.15,,,
29/12/2021,323,713.20,188,671.60,31,17.80,542,1402.60,,,
30/12/2021,241,549.05,163,574.00,24,14.40,428,1137.45,,,
31/12/2021,169,394.55,116,393.00,8,8.40,293,795.95,,,
01/01/2022,281,643.00,208,779.00,25,25.90,514,1447.90,,,
02/01/2022,321,734.65,158,548.30,27,43.20,506,1326.15,,,
03/01/2022,259,580.40,178,622.10,18,50.60,455,1253.10,,,
04/01/2022,235,524.45,179,580.00,7,12.70,421,1117.15,,,
05/01/2022,200,455.05,128,430.10,15,22.30,343,907.45,,,
07/01/2022,231,511.15,125,372.60,18,4.80,374,888.55,,,
08/01/2022,299,644.05,182,595.30,12,12.70,493,1252.05,,,
09/01/2022,284,616.15,140,463.60,9,0.00,433,1079.75,,,
10/01/2022,153,344.65,66,217.30,16,31.00,235,592.95,,,
11/01/2022,115,261.95,59,166.20,7,21.60,181,449.75,,,
12/01/2022,168,357.45,90,304.10,13,17.80,271,679.35,,,
13/01/2022,176,379.05,82,232.00,6,0.00,264,611.05,,,
14/01/2022,211,440.30,91,267.90,8,0.00,310,708.20,,,
15/01/2022,285,655.25,149,480.20,19,12.70,453,1148.15,,,
16/01/2022,310,683.05,146,503.50,18,5.80,474,1192.35,,,
17/01/2022,182,428.30,94,332.30,12,28.50,288,789.10,,,
18/01/2022,149,345.35,51,189.20,6,7.90,206,542.45,,,
19/01/2022,145,305.15,60,182.50,17,0.50,222,488.15,,,
20/01/2022,195,432.55,90,267.60,16,43.50,301,743.65,,,
21/01/2022,241,553.80,98,316.40,5,0.00,344,870.20,,,
22/01/2022,265,610.45,179,600.20,8,15.80,452,1226.45,,,
23/01/2022,313,682.65,156,499.60,11,25.40,480,1207.65,,,
24/01/2022,224,455.40,110,363.10,8,23.70,342,842.20,,,
25/01/2022,213,475.20,102,334.20,18,22.30,333,831.70,,,
26/01/2022,186,400.55,98,312.10,17,17.80,301,730.45,,,
27/01/2022,175,363.35,76,233.20,4,0.00,255,596.55,,,
28/01/2022,278,601.05,150,526.60,14,4.80,442,1132.45,,,
29/01/2022,356,834.50,196,657.40,26,41.50,578,1533.40,,,
30/01/2022,381,873.75,212,739.40,39,55.70,632,1668.85,,,
31/01/2022,222,476.75,107,324.80,14,35.30,343,836.85,,,
01/02/2022,295,730.55,109,443.30,9,0.00,413,1173.85,,,
02/02/2022,208,449.65,89,296.50,14,0.50,311,746.65,,,
03/02/2022,208,430.20,91,261.40,9,8.90,308,700.50,,,
04/02/2022,210,455.55,102,309.80,14,26.90,326,792.25,,,
05/02/2022,464,1007.00,261,883.60,24,9.60,749,1900.20,,,
06/02/2022,297,710.90,181,617.00,47,7.30,525,1335.20,,,
07/02/2022,196,397.70,85,257.20,30,7.90,311,662.80,,,
08/02/2022,177,386.60,80,239.30,17,1.00,274,626.90,,,
09/02/2022,208,423.20,96,325.00,29,22.60,333,770.80,,,
10/02/2022,216,463.85,87,272.20,24,0.50,327,736.55,,,
11/02/2022,209,440.90,109,403.30,20,14.20,338,858.40,,,
12/02/2022,366,813.70,211,756.40,40,54.70,617,1624.80,,,
13/02/2022,401,942.90,246,852.40,37,49.40,684,1844.70,,,
14/02/2022,261,579.80,140,430.90,12,17.50,413,1028.20,,,
15/02/2022,231,465.05,100,347.20,18,25.70,349,837.95,,,
16/02/2022,261,521.10,115,368.60,15,3.20,391,892.90,,,
17/02/2022,237,493.00,110,365.30,37,38.40,384,896.70,,,
18/02/2022,241,523.05,128,420.40,25,16.80,394,960.25,,,
19/02/2022,483,1051.85,214,679.10,48,17.80,745,1748.75,,,
20/02/2022,439,1026.30,277,1006.10,49,62.60,765,2095.00,,,
21/02/2022,303,649.75,126,468.70,18,0.50,447,1118.95,,,
22/02/2022,279,620.00,106,367.00,18,42.50,403,1029.50,,,
23/02/2022,332,721.15,128,450.30,28,38.90,488,1210.35,,,
24/02/2022,302,641.10,125,416.30,38,23.10,465,1080.50,,,
25/02/2022,384,847.25,170,624.75,21,62.20,575,1534.20,,,
26/02/2022,545,1266.45,252,867.25,27,24.10,824,2157.80,,,
27/02/2022,539,1238.30,306,1111.90,57,92.00,902,2442.20,,,
28/02/2022,376,827.40,216,789.50,32,45.10,624,1662.00,,,
01/03/2022,255,560.15,111,381.60,16,14.10,382,955.85,,,
02/03/2022,270,586.60,127,440.50,23,18.00,420,1045.10,,,
03/03/2022,305,668.25,167,566.20,17,24.10,489,1258.55,,,
04/03/2022,351,793.60,151,505.40,25,26.90,527,1325.90,,,
05/03/2022,546,1214.35,279,968.65,61,45.30,886,2228.30,,,
06/03/2022,560,1267.35,270,962.40,59,61.30,889,2291.05,,,
07/03/2022,357,774.70,155,536.55,23,25.90,535,1337.15,,,
08/03/2022,383,836.20,171,605.05,31,25.10,585,1466.35,,,
09/03/2022,304,667.00,148,504.20,25,34.00,477,1205.20,,,
10/03/2022,258,549.05,120,411.20,32,5.70,410,965.95,,,
11/03/2022,367,865.90,192,673.70,27,53.70,586,1593.30,,,
12/03/2022,551,1289.55,299,1102.60,43,1.50,893,2393.65,,,
13/03/2022,477,1054.95,271,1020.55,70,19.80,818,2095.30,,,
14/03/2022,302,658.45,163,545.50,16,36.30,481,1240.25,,,
15/03/2022,221,507.35,114,361.95,5,9.40,340,878.70,,,
16/03/2022,246,582.85,118,434.30,15,8.50,379,1025.65,,,
17/03/2022,332,744.55,133,461.00,26,1.00,491,1206.55,,,
18/03/2022,377,872.70,180,647.15,44,34.90,601,1554.75,,,
19/03/2022,535,1259.25,301,1072.50,44,37.30,880,2369.05,,,
20/03/2022,798,1867.55,313,1151.20,46,19.40,1157,3038.15,,,
21/03/2022,351,817.60,191,671.30,20,69.20,562,1558.10,,,
22/03/2022,253,577.20,125,427.10,24,27.40,402,1031.70,,,
23/03/2022,266,569.60,117,407.50,24,35.90,407,1013.00,,,
24/03/2022,284,668.80,146,533.85,16,40.10,446,1242.75,,,
25/03/2022,353,817.75,173,629.25,21,8.50,547,1455.50,,,
26/03/2022,531,1190.00,260,931.15,34,48.60,825,2169.75,,,
27/03/2022,578,1271.50,307,1067.35,55,0.50,940,2339.35,,,
28/03/2022,300,690.00,158,568.35,23,60.30,481,1318.65,,,
29/03/2022,292,650.35,138,472.55,34,26.30,464,1149.20,,,
30/03/2022,259,587.30,117,421.45,20,39.60,396,1048.35,,,
31/03/2022,303,667.65,126,459.70,26,17.40,455,1144.75,,,
01/04/2022,359,790.70,178,610.30,21,28.10,558,1429.10,,,
02/04/2022,448,1048.65,242,850.75,40,70.90,730,1970.30,,,
03/04/2022,531,1232.35,311,1123.95,26,18.90,868,2375.20,,,
04/04/2022,236,543.55,125,425.70,12,43.70,373,1012.95,,,
05/04/2022,267,604.65,148,481.30,29,40.10,444,1126.05,,,
06/04/2022,246,553.25,131,520.50,18,23.00,395,1096.75,,,
07/04/2022,248,594.05,143,472.10,26,9.50,417,1075.65,,,
08/04/2022,314,722.20,160,556.30,23,48.10,497,1326.60,,,
09/04/2022,406,924.55,208,732.70,24,35.40,638,1692.65,,,
10/04/2022,476,1116.35,311,1072.85,66,84.00,853,2273.20,,,
11/04/2022,352,839.40,198,710.30,29,61.30,579,1611.00,,,
12/04/2022,388,914.80,217,797.00,26,17.90,631,1729.70,,,
13/04/2022,306,704.75,210,780.45,30,105.50,546,1590.70,,,
14/04/2022,404,897.50,251,952.55,40,79.50,695,1929.55,,,
15/04/2022,518,1245.90,317,1239.35,58,91.40,893,2576.65,,,
16/04/2022,494,1145.51,243,896.90,39,35.80,776,2078.21,,,
17/04/2022,423,994.50,267,992.10,20,35.30,710,2021.90,,,
18/04/2022,346,756.50,201,728.15,48,106.10,595,1590.75,,,
19/04/2022,266,664.00,163,552.75,13,8.90,442,1225.65,,,
20/04/2022,311,705.30,150,534.40,24,63.10,485,1302.80,,,
21/04/2022,369,833.25,175,683.10,47,79.60,591,1595.95,,,
22/04/2022,461,1037.70,216,776.15,37,53.30,714,1867.15,,,
23/04/2022,466,1130.40,268,986.80,7,17.40,741,2134.60,,,
24/04/2022,471,1044.30,301,1191.50,56,32.50,828,2268.30,,,
25/04/2022,346,779.40,208,756.15,46,43.60,600,1579.15,,,
26/04/2022,275,639.25,170,656.60,27,52.90,472,1348.75,,,
27/04/2022,326,738.80,165,560.60,28,67.00,519,1366.40,,,
28/04/2022,272,615.45,147,534.50,16,6.20,435,1156.15,,,
29/04/2022,311,686.10,158,573.80,34,10.50,503,1270.40,,,
30/04/2022,450,1060.10,285,1101.10,76,127.90,811,2289.10,,,
01/05/2022,443,1006.75,304,1127.35,57,59.70,804,2193.80,,,
02/05/2022,337,749.60,187,704.45,20,18.90,544,1472.95,,,
03/05/2022,341,783.85,165,600.65,18,42.90,524,1427.40,,,
04/05/2022,278,631.90,158,534.70,26,43.70,462,1210.30,,,
05/05/2022,273,599.90,155,523.15,28,69.30,456,1192.35,,,
06/05/2022,307,673.40,176,629.90,37,18.30,520,1321.60,,,
07/05/2022,478,1073.20,250,838.40,55,74.40,783,1986.00,,,
08/05/2022,389,905.80,252,922.00,26,53.30,667,1881.10,,,
09/05/2022,289,667.95,135,495.80,28,69.20,452,1232.95,,,
10/05/2022,281,661.35,143,502.85,18,45.10,442,1209.30,,,
11/05/2022,269,602.90,135,461.60,24,69.30,428,1133.80,,,
12/05/2022,263,592.00,103,361.70,49,43.30,415,997.00,,,
13/05/2022,215,485.75,125,454.90,26,70.10,366,1010.75,,,
14/05/2022,361,866.00,183,673.55,38,78.50,582,1618.05,,,
15/05/2022,388,860.40,205,774.00,31,80.40,624,1714.80,,,
16/05/2022,323,728.85,178,669.70,29,110.40,530,1508.95,,,
17/05/2022,221,490.50,121,425.65,19,1.00,361,917.15,,,
18/05/2022,323,760.60,148,537.05,42,34.40,513,1332.05,,,
19/05/2022,316,724.25,151,564.65,38,27.80,505,1316.70,,,
20/05/2022,283,686.70,150,567.15,22,17.40,455,1271.25,,,
21/05/2022,379,860.00,221,805.60,18,34.90,618,1700.50,,,
22/05/2022,334,797.05,217,806.40,27,78.20,578,1681.65,,,
23/05/2022,304,675.65,193,733.30,30,74.00,527,1482.95,,,
24/05/2022,288,642.15,164,651.50,29,52.60,481,1346.25,,,
25/05/2022,263,624.90,143,545.30,33,31.60,439,1201.80,,,
26/05/2022,245,559.65,131,483.90,35,26.40,411,1069.95,,,
27/05/2022,329,783.30,212,791.75,55,88.20,596,1663.25,,,
28/05/2022,387,914.80,217,810.10,28,78.10,632,1803.00,,,
29/05/2022,386,895.15,195,704.00,28,44.80,609,1643.95,,,
30/05/2022,381,880.60,199,718.95,26,60.70,606,1660.25,,,
31/05/2022,280,631.50,154,596.60,18,24.30,452,1252.40,,,
01/06/2022,313,735.30,133,521.70,25,94.30,471,1351.30,,,
02/06/2022,312,747.15,163,617.05,26,48.90,501,1413.10,,,
03/06/2022,328,725.15,186,655.70,43,109.00,557,1489.85,,,
04/06/2022,464,1065.55,293,1059.00,45,87.70,802,2212.25,,,
05/06/2022,401,987.20,256,954.60,20,52.70,677,1994.50,,,
06/06/2022,332,779.75,219,745.75,29,70.00,580,1595.50,,,
07/06/2022,310,761.10,150,584.05,42,68.80,502,1413.95,,,
08/06/2022,285,667.35,154,565.20,35,34.40,474,1266.95,,,
09/06/2022,241,586.00,107,394.50,39,26.00,387,1006.50,,,
10/06/2022,325,754.65,187,671.30,31,17.00,543,1442.95,,,
11/06/2022,422,1011.15,251,882.80,42,9.00,715,1902.95,,,
12/06/2022,320,781.40,186,723.95,29,95.20,535,1600.55,,,
13/06/2022,282,660.60,175,654.95,15,51.80,472,1367.35,,,
14/06/2022,195,468.40,99,354.15,9,17.00,303,839.55,,,
15/06/2022,212,515.40,129,465.50,23,43.30,364,1024.20,,,
16/06/2022,245,571.70,137,514.80,23,26.80,405,1113.30,,,
17/06/2022,288,673.20,152,596.45,17,59.90,457,1329.55,,,
18/06/2022,350,844.00,205,774.25,25,60.40,580,1678.65,,,
19/06/2022,231,537.80,161,568.88,16,52.80,408,1159.48,,,
20/06/2022,270,603.65,130,498.05,22,34.80,422,1136.50,,,
21/06/2022,450,1214.45,137,504.05,22,27.40,609,1745.90,,,
22/06/2022,246,564.30,135,506.10,22,35.70,403,1106.10,,,
23/06/2022,189,423.95,81,281.90,9,0.00,279,705.85,,,
24/06/2022,287,669.35,150,510.75,23,46.70,460,1226.80,,,
25/06/2022,327,765.70,183,598.50,19,18.40,529,1382.60,,,
26/06/2022,274,678.80,188,717.00,38,34.40,500,1430.20,,,
27/06/2022,236,529.45,143,534.10,29,23.10,408,1086.65,,,
28/06/2022,237,561.85,111,402.60,20,14.20,368,978.65,,,
29/06/2022,156,345.15,62,190.10,19,0.50,237,535.75,,,
30/06/2022,192,435.15,89,334.90,10,26.30,291,796.35,,,
01/07/2022,347,829.90,192,687.80,21,53.10,560,1570.80,,,
02/07/2022,287,692.10,185,647.45,21,60.30,493,1399.85,,,
03/07/2022,274,658.60,182,668.10,14,86.20,470,1412.90,,,
04/07/2022,225,515.25,133,509.55,18,35.30,376,1060.10,,,
05/07/2022,287,640.75,148,547.20,24,35.00,459,1222.95,,,
06/07/2022,275,603.76,113,390.15,26,35.40,414,1029.31,,,
07/07/2022,247,569.25,173,628.80,23,18.40,443,1216.45,,,
08/07/2022,404,38.10,287,1023.05,23,43.30,714,1104.45,,,
09/07/2022,186,1348.85,95,357.55,979,3363.00,1260,5069.40,,,
10/07/2022,213,499.10,103,398.40,9,52.60,325,950.10,,,
11/07/2022,227,525.85,141,523.10,19,48.10,387,1097.05,,,
12/07/2022,194,455.05,113,450.65,10,51.40,317,957.10,,,
